Id,Title,Description,LikeCount,DislikeCount,ViewCount,FavoriteCount,CommentCount,PublishedAt,Channel Id,Channel Title,Tags,Thumbnail Default,ImageText,ContainsText
2KkafLLpL4U,b'IFBB Fitness Pro Tanji Johnson-Part 2!',"b""Tanji Johnson,IFBB Fitness Pro is back in this part 2 of Hollywood Extra's exclusive show with her.""",9,0,2453,0,3,2009-07-14T08:46:37.000Z,UCJ7LjmnmP1jj2EoVSmJzrHw,The Active Channel,"['LA', 'Muscle', 'TV', 'IFBB', 'Fitness', 'Pro', 'Tanji', 'Johnson', 'Hot', 'Sexy', 'Girl', 'Toned', 'Body', 'Figure', 'Strength', 'Strong', 'Exercise', 'Healthy', 'Work-', 'Out', 'Gym', 'Athlete', 'Nutrition']",b'https://i.ytimg.com/vi/2KkafLLpL4U/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
__xG3sxamKU,b'BODYBUILDING & BODYBOARDING!!',"b""MyProtein UK link - http://tidd.ly/bb677c6a\n10% discount code - \xe2\x80\x98MATTDOESFITNESSUK\xe2\x80\x99 \n\nMyProtein US link - http://tidd.ly/5226d702\n15% discount code - \xe2\x80\x98MATTDOESFITNESS\xe2\x80\x99\n\nMuscle Food link - http://track.ilikethis.com/hit.php?w=137977&s=214\n10% discount code - 'MATTDOESFITNESS10'\n\nMachine Fitness Clothing - http://bit.ly/mattdoesfitness\n10% Discount Code - 'mattdoesfitness10'\n\nFacebook - https://www.facebook.com/Mattdoesfitness\nTwitter - https://twitter.com/MattDoesFitness\nInstagram - http://instagram.com/mattdoesfitness""",176,2,2452,0,84,2015-07-29T18:00:01.000Z,UCeqR0F3O1V11CiiOaJbd1pw,MattDoesFitness,"['Weight Lifting', 'Body Building', 'Build Muscle', 'Weightlifting', 'Huge Arms', 'Powerlifting Motivation', 'Gym Motivation', 'Bodybuilding', 'Fitness Motivation', 'powerlifting', 'deadlift', 'squat', 'brandon campbell', 'epic cheat day', 'epic cheat meal', 'cheat day', 'food porn', 'body transformation', 'IIFYM', 'full day of eating', 'candito training', 'Calories', 'Diet', 'Food', 'Matt does fitness', 'Food challenge', 'Mattdoesfitness', 'Bench press', '10k calories', 'bulking', 'eating', 'bulk']",b'https://i.ytimg.com/vi/__xG3sxamKU/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
bxqOrmifLnU,"b'NABBA Universe 2014, Professionals - Awards Ceremony'",b'1 David Titterton\n2 Tony Mount\n3 Andy Polhill\n4 Charles Mario\n5 Eli Hanna\n6 Barney DuPlessis\n\nhttp://www.nabba-international.com',14,1,2451,0,0,2014-10-27T11:57:39.000Z,UCR2_DlWyPwv1NcStwgp3-qA,NABBA2009,"['Bodybuilding', 'Fitness', 'NABBA', 'WFF', 'Training', 'Posing', 'Muscle', 'Muscles', 'Schwarzenegger', 'Austria', 'Workout', 'Athlet']",b'https://i.ytimg.com/vi/bxqOrmifLnU/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
ARgTBJD_rBw,b'Body By Vi for gyms and personal trainers',"b""Hi I'm Ed Hunt. I'm a personal trainer and owner of Hunt Fitness and Therapy in Midland, ON. Here is a little insight into why I think the the Body by Vi 90 Day Challenge is a tremendous investment for gym owner and personal trainers.\n\nFeel free to contact me directly for more information on how the ViSalus Sciences and the Body by Vi Challenge can help your member retention, improve customer results and provide an additional revenue stream.\n\nwww.forme.myvi.net""",11,0,2451,0,2,2011-09-30T21:21:18.000Z,UCRt-U6UHBaMwaS0Bnqtugfg,ViSalus FORMe,"['body', 'by', 'vi', 'promote', 'make', 'money', 'commission', 'small', 'business', 'low', 'cost', 'franchise', 'social', 'media', 'trend', 'facebook', 'weight', 'loss', 'fitness', 'industry', 'build', 'muscle', 'protein', 'challenge', '90', 'day', 'exercise', 'health', 'workout']",b'https://i.ytimg.com/vi/ARgTBJD_rBw/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
jgXoe0HQITE,b'DHF Fysprofil TEST - Squad',b'TV2 optagelser af fysprofiltest',1,2,2450,0,1,2011-05-19T12:00:53.000Z,UCjomvWReuxfWA9hFWcXbaPA,DHF Dansk Håndbold Forbund,"['DHF', 'Fysprofil', 'Squad']",b'https://i.ytimg.com/vi/jgXoe0HQITE/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
pZHByR9RELg,"b""Amerpoort Opdracht 'Baan In 1 Dag'""","b""Amerpoort Opdracht 'Baan In 1 Dag'""",4,0,2450,0,1,2012-06-20T22:11:32.000Z,UCNuoDPCtO_JgBRN4Dksu-oQ,Amerpoort .nl,"['Amerpoort', 'BaanIn1Dag', 'rosabouwman']",b'https://i.ytimg.com/vi/pZHByR9RELg/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
_J3_7IADjws,"b'BBSG Nationals 2014 - ""Mr Singapore 2014"" (Overall Champion)'","b'""Mr Singapore 2014""\nBODYBUILDING SINGAPORE\nNational Bodybuilding and Physique Championships 2014\nMen\'s Bodybuilding (Open)\nOverall Champion: Champion of Champions\n\n14 September 2014 (Sunday) 1pm\nNational University of Singapore\nUniversity Cultural Centre Hall\n\n***Champions:\n#65 Lau Jue Hua ""Mr Singapore Junior 2014""\n#76 Nur Muhammad Qayyum (65kg)\n#80 Muhammad Aizuddin (70kg)\n#83 Brandon Yang (75kg) ***Overall Champion: ""Mr Singapore 2014""\n#90 Shahanizar Bin Johar (80kg)\n#92 Muhammad Zulfadly (95kg)\n\n***BBSG Acknowledges:\nNUS Health and Fitness\nPicket & Rail\nPharmaFIRST\nMagnum Nutraceuticals\nMass Nutrition\nRich Nutrition\nNaked Meals\nEssential Werks\nFBA Fitness Body Asia (Kin-Lee Say and team)\nRickey Ong Productions\nFirzan Ang\nPaul Koh and photography team\nFabian (Made Man Australia)'",5,0,2448,0,1,2014-10-22T19:24:46.000Z,UC0oBj8w9vWGGdnYqBbjmoIg,musselsg,"['Bodybuilding Singapore', 'Singapore', 'Bodybuilding', 'BBSG', 'NUS']",b'https://i.ytimg.com/vi/_J3_7IADjws/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
LYzvalpzlbE,b'UNDERGROUND TRAINING STRENGTH EQUIPMENT-NEWS YEARS-COMMERCIAL & HOME GYM',b'http://www.ebay.com/usr/undergroundtraining\nhttp://www.UG-Training.com\nCheck out our BLACK FRIDAY deals on Ebay. We build all types of high quality strength training equipment.\nCommercial & Home Gyms\nStrongman Equipment\nPowerlifting\nCross training\nCustom orders',8,1,2447,0,0,2013-11-13T01:10:36.000Z,UCw8C3SQPUZf43BjvM_boMrQ,Underground Training Gear,"['Underground Training', 'Strength Training Equipment', 'Crossfit Equipment', 'Strongman Equipment', 'T-Bar Row Handle', 'Hungarian Core Blaster', 'Pull Up Handles', 'Commercial Gym Equipment', 'Home Gym Equipment', 'Troy Knight', 'Metal Fabricating', 'Custom Orders', 'Enon Ohio', 'Black Friday Sale', 'Black Friday', 'New Years Specials']",b'https://i.ytimg.com/vi/LYzvalpzlbE/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
kCl6bPHchf8,b'Just Some PRs',b'PTW is 100% Free and Always Will Be! Show Your Support:\n[PTW COACHING] http://bit.ly/ptwcoach\n[PTW POWERLIFTING PROGRAMS] http://bit.ly/ptwebook\n[PTW T-SHIRTS] http://bit.ly/ptwshop\n[PTW DONATIONS] http://bit.ly/ptwdonate\n\nBe Social!\n[PTW NEWSLETTER] http://bit.ly/ptw-news\n[PTW FORUMS] http://bit.ly/ptwforum\n[PTW FACEBOOK] http://bit.ly/ptw-facebook\n[PTW TWITTER] http://bit.ly/ptw-twitter',150,1,2447,0,45,2015-03-20T22:25:14.000Z,UCn2xm24-X1yYUDkdgXiZURA,Izzy Narvaez,"['powerlifting', 'tom narvaez', 'izzyt', 'izzy narvaez', 'squat', 'bench', 'deadlift', 'strength', 'shaq']",b'https://i.ytimg.com/vi/kCl6bPHchf8/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
n9YOsOPAYxU,b'FIBO Power 2013 - Bodybuilder Matthias Botthof im Interview',"b'Marco Detlef war f\xc3\xbcr Bodybuilding.de auf der FIBO Power 2013 in K\xc3\xb6ln unterwegs. Hier steht ihm der Sieger der Arnold Classic f\xc3\xbcr Amateure 2011 und Ehemann von Regiane da Silva, Matthias Botthof, im Interview Rede und Antwort. \n\nBesucht uns auch bei Facebook:\nhttps://www.facebook.com/BodybuildingShop'",10,1,2447,0,1,2013-04-14T15:17:55.000Z,UCPtMP7NR7Imh2rA8BmrJu2A,Bodybuilding Video,"['matthias botthof', 'botthof', 'bodybuilding', 'fibo', 'fibo power', 'fibo 2013', 'messe', 'köln', 'arnold classic', 'ifbb pro', 'marco detlef', 'regiane da silva']",b'https://i.ytimg.com/vi/n9YOsOPAYxU/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
BipqaMaCu2s,b'Exercises To Strengthen Your Obliques [NOT Side Bends or Side Crunches]',"b""Exercises To Strengthen Your Obliques [NOT Side Bends or Side Crunches]\nIn this video Coach MANdler shares his two favorite exercises to strengthen your obliques that are NOT side bends or side crunches. Doing these two exercises will strengthen your core for stronger, safer, and more powerful contractions, help improve the look of your sides (obliques), and keep you from having to do any more of the side bends or side crunches that you hate.\n\nWatch the FREE 'Get Ripped Insider' fat burning seminar by clicking the link below:\nhttp://marchmanstrength.com/get-ripped-fast/""",72,1,2447,0,8,2015-08-21T11:30:00.000Z,UCElHoofiliEAQBKAG--G-tA,Chandler Marchman,"['Oblique Workouts', 'Oblique Exercises', 'Exercises for Obliques', 'Get Rid of Love Handles', 'Exercises for Love Handles', 'Core Workout', 'Burn Fat', 'Get Ripped', 'Get Shredded', 'Bodybuilding', 'Burn Fat Fast', 'Burn More Fat', 'Chandler Marchman', 'GoEliteSC', 'Swole Patrol', 'Marchman Strength', 'Coach MANdler']",b'https://i.ytimg.com/vi/BipqaMaCu2s/default.jpg',"{u'regions': [{u'boundingBox': u'28,79,27,38', u'lines': [{u'boundingBox': u'44,79,11,10', u'words': [{u'boundingBox': u'44,79,11,10', u'text': u'W'}]}, {u'boundingBox': u'28,80,11,37', u'words': [{u'boundingBox': u'28,80,11,37', u'text': u'LIOUES!'}]}]}], u'textAngle': 0.0, u'orientation': u'Left', u'language': u'zh-Hant'}",True
jftikcXnkiE,b'2009 Fitness Atlantic Tish',b'2009 Fitness Atlantic \r\nvisit http://www.fitnessatlantic.com',1,0,2446,0,0,2009-06-12T02:29:14.000Z,UC-SvIaMolsKG21sCBHDJFBA,Fitness Atlantic,"['2009', 'Fitness', 'Atlantic']",b'https://i.ytimg.com/vi/jftikcXnkiE/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
C5PlbJCUL-c,b'Day 16: Deadlifting with single leg squat pattern',b'Download our FREE 30 day movement challenge guide:\nhttps://themovementfix.com/30-day/\n\nCheck out our upcoming workshops:\nhttp://www.themovementfix.com/workshops\n\nCheck out our blog:\nhttp://www.themovemetfix.com/blog\n\nFollow us on social media:\nhttp://www.facebook.com/themovementfix\nhttp://www.instagram.com/themovementfix\nhttp://www.twitter.com/themovementfix\n\n---------------------------------------------------------------\n\n\nwww.themovementfix.com\nwww.crossfitadvantage.com\n\n30 min amrap\n10 straight leg raises with core activation\n15 single leg squat patterns (5 each position) each leg\nWork up to a heavy set of 4-8 deadlifts',7,0,2446,0,0,2014-01-17T08:48:33.000Z,UCx7zwtNLotWsVrWxC6YC7Wg,The Movement Fix,['30 for 30 movement challenge'],b'https://i.ytimg.com/vi/C5PlbJCUL-c/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
Qa3fZRWtOWo,b'Gym Club Chioggia - Promo MMA 2014',b'',10,1,2445,0,1,2014-08-21T14:27:06.000Z,UC2S_YieEMQ60ztSzuuh6fLw,Andrea Storchi,"['Mixed Martial Arts (Martial Art)', 'Martial Arts (Sport)', 'Chioggia (City/Town/Village)', 'Boxing', 'Training', 'Gym', 'Round', 'Mma', 'Spin', 'Tournament', 'Match', 'Right Round', 'Knockout', 'Boxer', 'Contact']",b'https://i.ytimg.com/vi/Qa3fZRWtOWo/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
3actpfJv23M,b'2011 Toronto Pro',b'2011 Toronto Pro',5,0,2445,0,4,2011-06-18T00:42:23.000Z,UC9LtyLrTAlXAz_wBNYzdCCQ,Robbie Durand,"['2011', 'Toronto', 'Pro']",b'https://i.ytimg.com/vi/3actpfJv23M/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
uILs62577VY,"b'DUMBELL CURLS, 15-15 KG DUMBELLS, 150 REPS, GURLEEN SINGH SANDHU.mp4'",b' ',3,11,2444,0,8,2012-04-05T03:57:40.000Z,UCvSbeAJc2Xq1DDssEFOXeaQ,Gurleen Singh,"['DUMBELL CURLS', '15 15 KG DUMBELLS', '150 REPS', 'GURLEEN SINGH SANDHU']",b'https://i.ytimg.com/vi/uILs62577VY/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
