Id,Title,Description,LikeCount,DislikeCount,ViewCount,FavoriteCount,CommentCount,PublishedAt,Channel Id,Channel Title,Tags,Thumbnail Default,ImageText,ContainsText
ZWRw_FkEFWs,"b'The Animal Underground: Brent Willis, May 2014'",b'The young and indomitable Brent Willis. Pulling heavy weight. From a deficit. Animal Underground. May.',254,6,10675,0,53,2014-05-30T20:32:26.000Z,UCpdqwOGsGSuI50cQ76kUEnA,Animal,"['ANIMAL', 'www.animalpak.com', 'animalpak', 'product', 'training', 'supplement', 'nutrition', 'diet', 'dieting', 'technique', 'form', 'posture', 'deadlift', 'powerlifting', 'Brent Wilis', 'powerlifter', 'The Animal Underground', 'nutrient']",b'https://i.ytimg.com/vi/ZWRw_FkEFWs/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
4BInsLN9j8Y,b'Best Personal Trainer Back Training Workouts Victor Costa explains Back Exercises',"b""http://www.vicsnatural.com\nhttp://www.facebook.com/vicsnatural \nBest Personal Trainer Back Workout. Personal Trainer Victor Costa explains the subtleties of back training that can make a huge difference in your development. Developing the back and lats takes concentration and visualization. \nThese little tips can help you make the connection to your lats.\nYou can buy Victor's workout dvds and audios at http://www.vicsnatural.com\n \nSee Vic's Interviews http://www.myfitnessstudio.co.uk/2010/01/best-personal-trainers-in-the-world/\nhttp://www.muscleandstrength.com/articles/interview-with-top-natural-trainer-victor-costa.html""",243,2,10666,0,36,2012-05-27T18:04:30.000Z,UCNwgXivmou8MFoWNNi5Imbw,vicsnatural workout and fitness channel,"['back', 'workout', 'workouts', 'exercise', 'Lats', 'best back workouts', 'best back workout', 'best back exercises', 'back exercises', 'back exercise', 'best', 'Fitness', 'Back', 'Weight', 'Workout', 'Muscle', 'Exercise', 'Best', 'Bodybuilding', 'Body', 'Lose', 'Loss', 'Bodybuilder', 'Muscles', 'Friend', 'Gym', 'Personal', 'Training', 'Flex', 'Trainer', 'Nutrition', 'Posing', 'Exercises', 'Pack', 'Building', 'Healthy', 'back workouts', 'back workout']",b'https://i.ytimg.com/vi/4BInsLN9j8Y/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
cJ6y1578adA,b'Coffee Chat Whey Protein Marketing Musings',"b""\xe2\x96\xbaSubscribe to Jason Blaha Fitness: http://www.youtube.com/user/juggernautfitnesstv?sub_confirmation=1 \n\xe2\x96\xbaJason Blaha Fitness Facebook Page: https://www.facebook.com/JuggernautFitness2\n\xe2\x96\xbaJason's Lifting demonstrations: https://www.youtube.com/playlist?\n\xe2\x96\xbaJason Blaha's 5x5 Novice Program: http://www.muscleandstrength.com/workouts/jason-blaha-ice-cream-fitness-5x5-novice-workout\n\xe2\x96\xbaBasic Strength & Fitness Program For Non-Athletes: http://youtu.be/pm-mYQ7a3xM\n\xe2\x96\xbaOff Season Linear Periodization Intermediate Strength Program #1: http://youtu.be/f_xnD7CKCuk \n\n\xe2\x96\xbaSubscribe to Jason Blaha's Firearm channel: http://www.youtube.com/channel/UClvrYLBNFSyuRa0s0qOujqQ?""",492,26,10664,0,150,2014-05-08T07:13:13.000Z,UCNqbcf-5nORpyfzrqQNLSVw,Jason Blaha Fitness,"['weight', 'lifting', 'training', 'nutrition', 'sports', 'exercise', 'fat', 'loss', 'muscle', 'gains', 'full', 'body', 'powerlifting', 'bodybuilding', 'strongman', 'fitness', 'vegetarian', 'cardio', 'endurance', 'Whey Protein (Literature Subject)', 'Protein (Ingredient Type)', 'Whey (Ingredient)']",b'https://i.ytimg.com/vi/cJ6y1578adA/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
Z0OIKooDi18,b'Simon Martirosyan Haykashen',b'Evropayi Canramarti patanekan arajnutyun',28,0,10656,0,0,2012-09-02T15:29:09.000Z,UC9QKHtalaXRxUZIhfqPWYeQ,Sargis Navasardyan,"['Bronze', 'Medalakir']",b'https://i.ytimg.com/vi/Z0OIKooDi18/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
V0hAE5AM_XI,b'Sergio Fernandez & Kille Kujala entrenamiento de Biceps',"b'Finlandia - Tampere - Wolf Fitness Center\nPara ver mas videos como este subscribete a nuestro canal de Youtube y busanos en:\n\nFacebook https://www.facebook.com/MuscularDeve...\n\nTwitter https://twitter.com/MDLATINO\n\nInstagram https://instagram.com/mdlatino/\n\nwww.mdlatino.com, carrito.mdlatino.com'",59,3,10653,0,0,2013-05-22T08:50:38.000Z,UCycJiMBhPyVhEKgam07TK3Q,Muscular Development Latino,"['entrenamiento con sergio fernandez', 'kille kujala', 'entrenamiento de biceps', 'bodybuilding', 'culturismo']",b'https://i.ytimg.com/vi/V0hAE5AM_XI/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
CMg5-iiFoh4,b'Is a carb a carb ?',b'\xe2\x96\xa0 LF Gymwear: http://shop.lipsettfitness.com\n\xe2\x96\xa0 Legs Push Pull Routine: http://shop.lipsettfitness.com/lpp-program.html\n\n\xe2\x96\xa0 My Recommended Supplements - http://bit.ly/1EQq6cZ\nDiscount Code: LIPSETT10\n\n\xe2\x96\xa0 My Recommended Supplements (U.S) - http://bit.ly/1JrhCKb\nDiscount Code: LIPSETT15US\n\n\xe2\x96\xa0 Alphalete Clothing: http://alphaleteathletics.com\n\n\xe2\x96\xa0 Add me on Snapchat ! Username - RobLip\n\n\xe2\x96\xa0 Instagram: http://instagram.com/RobLipsett \n\n\xe2\x96\xa0 Facebook Page: http://facebook.com/roblipsett1\n\n\xe2\x96\xa0 Twitter: https://twitter.com/RobLipsett @RobLipsett\n\n\xe2\x96\xa0 Nutriquick.ie \nDiscount Code: NutriRob10',244,1,10650,0,19,2014-10-02T18:33:52.000Z,UCU7J3bxynfGRz--EFZ9-Dvw,Rob Lipsett,"['Carbohydrate (Nutrient)', 'Health (Industry)', 'iifym', 'Bodybuilding (Sport)', 'Weight Training (Hobby)', 'gym', 'workout', 'Nutrition (Medical Specialty)', 'fitness', 'diet']",b'https://i.ytimg.com/vi/CMg5-iiFoh4/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
HXzXFKP1lAE,b'hot and extremely tough female rugby players working out',b'',25,1,10640,0,1,2013-09-14T06:47:13.000Z,UCnjsvh0OHq0lI6dxgbn9-Jg,Female Athletes: Being both Athletic and Feminine,"['Rugby Football (Sport)', 'female', 'athletic', 'women rugby']",b'https://i.ytimg.com/vi/HXzXFKP1lAE/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
R0BuiM_bKnc,b'TTT BODYBUILDING: POWER SPEED VIOLENCE',b'ABH PRE WORKOUT\nhttp://www.ppsnutrition.com/product/abh/\n\nGET YOUR OWN UNIQUE TTT WORKOUT PROGRAM\n\nrhys.d.davies@googlemail.com\nFOLLOW ALL BEHIND THE SCENE INFORMATION PICS AND UPDATES\nFOLLOW US \n\nhttps://www.facebook.com/envigoratttemedia\n\nFACEBOOK\nhttps://www.facebook.com/TheTerribleTwins2013\n\nTWITTER\nhttps://twitter.com/TTT2013UK\n\n\nNINJA BEAR STUDIOS-GRAPHICS AND 3D DESIGN \nhttps://www.facebook.com/pages/Ninjabear-Studio/126436774095143',351,7,10629,0,38,2014-09-05T20:46:21.000Z,UCPOwfkA3v1CuqUvt8L--G6Q,TheTerribleTwinsOfficial,"['Training', 'Violence (TV Genre)', 'Powerlifting', 'Bodybuilding (Sport)', 'Press', 'Weight Training (Hobby)', 'Bench', 'Fitness', 'Strength', 'Strength (Musical Group)', 'Exercise', 'Ups', 'Workout', 'Push', 'Lifting', 'Gym', 'Weightlifting', 'Pull', 'ttt', 'power', 'punch', 'speed', 'aggression', 'motivation', 'gym', 'terrible twins', 'massive', 'muscle', 'boxing', 'combination', 'fighting', 'monster', 'hench', 'pro boxing']",b'https://i.ytimg.com/vi/R0BuiM_bKnc/default.jpg',"{u'regions': [{u'boundingBox': u'2,57,37,8', u'lines': [{u'boundingBox': u'2,57,37,8', u'words': [{u'boundingBox': u'2,57,6,8', u'text': u'S'}, {u'boundingBox': u'17,57,22,8', u'text': u'EED'}]}]}], u'orientation': u'Up', u'language': u'fr'}",True
eGQB8L2zLtY,b'New Computer and Live Chat',"b""I'm so glad I got a new computer now I can make more video's and edit them better but its all thanks to you guys.\r\n\r\nThings Included in this video.\r\n1. Unboxing and review of my Desktop\r\n2. Talk about new chat service on my Website.\r\n3. In need of Music and information on future logo competition.\r\n4. Future Video's Update.\r\n\r\nMy Website: http://www.Joutchkov.com\r\nMy Twitter: http://www.twitter.com/Joutchkov\r\nMy Channel: http://www.Youtube.com/Joutchkov""",66,12,10614,0,24,2011-03-30T05:57:33.000Z,UC4uygTbxG-CkEaHUVFHzP1Q,Joutchkov,"['Joutchkov', 'new', 'computer', 'desktop', 'competition', 'information', 'music', 'logo', 'bodybuilder', '14', 'body', 'builder', 'pack', 'six', 'fitness', 'exercise', 'windows', 'weightlifting']",b'https://i.ytimg.com/vi/eGQB8L2zLtY/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
8FisXYuUlok,b'Kettlebell MMA Workout',"b'Kettlebell MMA workout with Funk Roberts. \nKettlebell circuit to help with all aspects for MMA and Combat Sports\n\n6 Week Kettlebell workout for MMA, Jui Jitsu, Muay thai and combat fighters\nhttp://tinyurl.com/pz2zwof\n\nGet Full Workout and Exercise Details, Description and Benefits http://funkmma.com/site/2013/03/20/kettlebell-mma-workout-unbreakable-and-why-you-need-to-use-kettlebells-in-your-training/\n\n\n\nGet Access to Funk Flex Elite Strength and Conditioning for MMA and Combat Athletes and save 50% - http://www.funkflexmmaworkouts.com\n\nWorkout shot at SST Canada - Oakville - http://www.sstcanada.com/oakville\n \nConnect with Funk Roberts - FunkMMA\nFREE 5 Station MMA Workout Video and EBOOK -- http://www.funkflexmma.com \nWebsite (FunkMMA): http://www.funkmma.com \nSubscribe to YouTube Channel: http://www.youtube.com/subscription_center?add_user=MARCROOPS \nFacebook (FunkMMA): https://www.facebook.com/FunkMMA \nTwitter: @funkmma\n\nGET YOUR FREE WORKOUT AND NUTRITION PROGRAMS BELOW\n\nFREE 5 STATION CIRCUIT WORKOUT AND MMA TRAINING REPORT http://www.funkflexmma.com\n \nFREE 4-WEEK FAT BURN BODYWEIGHT WORKOUT PROGRAM: http://www.spartanworkoutblog.com/gift/\n\n4-WEEK SPARTAN TRAINING SYSTEM PROGRAM: http://www.spartantrainingsystem.com/ \n\nWOMENS 4 WEEK FAT LOSS AND NUTRITION PROGRAM http://www.fenvsfunk.net\n \nMMA KETTLEBELL WORKOUT PROGRAM - http://www.funkmma.com/kbellfighter/\n \n25-DAY RIPPED ABS CHALLENGE - http://spartanworkoutblog.com/2012/05/25-day-sparta-ripped-abs-challenge-workout-program-and-nutrition-plan/\n\nAudio\nAudio file(s) provided by - http://www.audiomicro.com\nHip Hop Underground Instrumentals'",174,2,10605,0,35,2013-03-15T00:07:04.000Z,UCrzICdOsXhtn4zMlk4bnTIg,Funk Roberts,"['Kettlebell MMA Workout', 'Kettlebell', 'Kettlebell workout', 'Metabolic Training', 'Metabolic Resistance', 'Burn Fat and Build Muscle', 'Burn Fat', 'HIIT', 'Funk Roberts', 'Abs', 'six pack abs', 'fitness', 'circuit training', 'bodybuilding', 'diets', 'mma training', 'mma circuit', 'fitness for women', 'women workout']",b'https://i.ytimg.com/vi/8FisXYuUlok/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
RyKCdVQ_Zos,b'200 lbs. of Solid Muscles | Week 15',"b""I'm sick...AGAIN?! Yah, I know my body's been super lame recently, I'm sorry! I'm at 200.2 lbs this week. I'm guesstimating another week or so until I can some limited leg movements on the leg press, and my weight should progress steadily back up!\n\nI appreciate all the support I've gotten and the e-mails telling me to get better soon, thank you!\n\nMy Fitness Channel: http://www.youtube.com/humerusfitness\nTwitter: http://www.twitter.com/meatheadbrian\nInstagram: http://www.instagram.com/thicksolidtight\nFacebook: https://www.facebook.com/Humerusfitness\n\nMusic is used under commercial license provided by Audiomicro.com""",71,6,10593,0,35,2013-03-04T08:20:07.000Z,UCw78N38mS4yV5n5dsDijGrA,Brian Turner Extras!,"['heavyweight bodybuilders', 'perfect biceps peaks', 'joutchkov', 'hot teen muscles', 'sexy guys with muscles', 'sexy bodybuilder guys', 'round biceps', 'big hard mucsles', 'biceps peaks', 'muscle hunks', 'joutchkov progress', '15 year old bodybuilder', 'lifting progress', 'ayab', 'humerusprogress', 'humerusfitness', 'lankyprogress', 'lankyprogresstv', 'powerlifting beasts', 'men with hot muscles', 'sweaty bodybuilding', 'sweaty hard muscles']",b'https://i.ytimg.com/vi/RyKCdVQ_Zos/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
0zkf31-dh9E,b'Nick Wright - In Hartford CT - Meet My Team',"b""FACEBOOK: http://www.Facebook.com/NickWrightBodybuilding\nTWITTER: http://www.Twitter.com/NickWrightNWB\nINSTAGRAM: @NickWrightNWB\n\nNWB CLOTHING + TRAINING PROGRAM: \nhttp://www.kylehuntfitness.com/nicks-corner/nwb-apparel/\n\nNWB Intro Made By: http://http://www.youtube.com/cashmoney503\nMan Featured In Outro: http://www.youtube.com/MrTantamount\n\nGet Discount Supplements By using 'NWB' as your Discount Code On:\nhttp://www.RevolutionaryNutrition.com \n+\nhttp://www.Cellucor.com\n\nSubscribe to my Non-Fitness Channel:\nhttp://www.youtube.com/NickWrightLive""",218,21,10593,0,57,2013-07-13T19:11:26.000Z,UCifhsm0zrAIWGyC04lYuFOg,Nick Wright,"['bodybuilding', 'bodybuilder', 'fitness', 'europa', '2013', '3xpo', 'expo', 'workout', 'lobliner', 'marc', 'tiger', 'nickj', 'wright', 'nwb', 'steroids', 'natural']",b'https://i.ytimg.com/vi/0zkf31-dh9E/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
4FEx9wIHN-s,"b'Fedosienko Sergey RAW 650kg@59kg, total RAW 11 b/w'","b'Championship of Russia 2012 on the classic powerlifting\n215+162,5+272,5=650\n\n\xd0\x9f\xd0\xbe\xd0\xb4\xd0\xbf\xd0\xb8\xd1\x81\xd1\x8b\xd0\xb2\xd0\xb0\xd0\xb9\xd1\x82\xd0\xb5\xd1\x81\xd1\x8c \xd0\xbd\xd0\xb0 \xd0\xba\xd0\xb0\xd0\xbd\xd0\xb0\xd0\xbb http://vk.cc/4JvwOk\nSubscribe http://www.youtube.com/user/AndreyMJ?sub_confirmation=1\nVK http://vk.com/id157813'",33,0,10588,0,9,2012-04-07T07:49:13.000Z,UCpgp1UZflH6VE3FCaC2--hg,AndreyMJ,"['powerlifting', 'fedosienko']",b'https://i.ytimg.com/vi/4FEx9wIHN-s/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
X107ORS8IpU,b'MR Jeff Classic 2015: Backstage Scenes - Kategori Badan Cantik',b'Alor Star Mall Kedah\n28 February 2015',32,1,10583,0,3,2015-03-01T20:39:56.000Z,UCjcArbcf1_uqZ0J9tuUrlqQ,TegapTV Malaysia,"['Mr', 'Gym', 'physique', 'backstage', 'prejudging', 'Malaysia', 'man', 'kuala', 'lumpur', 'sukan', 'Asian', 'Fitness', 'Bodybuilding', 'muscle', 'Bina', 'Badan', 'Tegap', 'Raga', 'Tegapnet', 'TegapTV', 'training', 'workout', 'exercise', 'sport', 'bodybuilder', 'health', 'cantik', 'Weight Training (Hobby)', 'Fitness (Magazine)', 'jeff classic', 'Alor Setar (City/Town/Village)', 'kedah', 'Kedah (Malaysian State)', 'Scenes']",b'https://i.ytimg.com/vi/X107ORS8IpU/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
